year,V1
0,now it's the same old song since you been gone it's the same old song we used to dance on the music 
2001,there is a blue one who can't accept the green one and different strokes for different folks for being such a rich one that will not help the poor one cause there is a yellow one who don't accept the black one 
2007,come up the ladder to the roof where we can be where we can be where we can be closer to heaven if you'll come 
2008,oh winter's passed spring and fall yeah nathan jones you've been gone too long gone too long gone too long gone too long 
0,ooo and i'm ready for love ready for love i'm truly ready for love ready for love ooo and i'm ready for love aw and i'm ready for love 
1995,my lonely days are over and life is like a song my heart was wrapped in clover the night i looked at you a dream that i can call my own a thrill i've never known 
1995,i got a heat wave burning in my heart i can't keep from crying tearing me apart 
2005,i'm the gypsy the acid queen i'm the gypsy and i'm guaranteed i'm the gypsy i'm guaranteed to break your little heart 
0,i can't stand the rain against my window that i just can't stand yeah i know you got some sweet memories 
1988,proud mary keeps on burnin rollin rollin on the river and i pumped a lot of tane down in new orleans a ride on the river boat queen 
1996,did you ever get this feeling could it ever be this easy never in your wildest dreams no no did it ever get this easy 
2009,soul love this love won't let me go angel of harlem angel of harlem yeah 
2002,need you by my side you'll never be denied open up your heart be a lasting part of 
2003,here i am babe come and take me here i am babe come on and take me take me by the hand ooh show me take me by the hand ooh squeeze me 
2003,i gotta real pretty pretty little thing that's waiting for me i just wanna take it nice and slow see i've been waiting for this for so long we'll be makin love until the sun comes up 
2005,i was in love with you when we were younger you were mine my boo how i try to hide my boo you will always be my boo 
2006,you just call on me brother when you need a friend i just might have a problem that you'd understand lean on me when you're not strong i'll help you carry on 
2010,would you marry me anyway would you have my baby save my love through sorrow you can have my tomorrow just love me only 
2003,we can't go on together we can't do our dreams you can't see the tears are real i'm crying we can't build our dreams 
2006,ooh that's why i'm easy that's why i'm easy i'm easy like sunday morning i wanna be free to know 
1985,now you're here like you've been before that you give good love to me baby you give good love to me baby you give good love 
1994,give them a sense of pride to make it easier never to walk in anyone's shadows i found the greatest love of all inside of me the greatest love of all is easy to achieve 
0,when love was all we had worth giving loving you makes life worth living the nights we held on till the morning you know you'll never love that way again 
2004,i'm giving you everything i'm giving you everything whatever i'm your baby tonight you know boy i'm your baby tonight i'm your baby i'm your baby 
2004,he's all i got he's all i've got he's all i've got in this world he's all i got he's all i got 
2004,i don't really need to look i don't wanna have to go i won't hold it back again you're the love i remember forever 
1996,with hope and faith and there will come a time and i'll be yours always but until that day comes at night i pray 
2005,when there's no one else around and do all the things i told you i'm gonna wait way in the midnight hour you know what i'm gonna hold you in my arms 
2007,"next time i'll be true yeah whispers in the powder room ""she cries on every tune and the music don't feel like it did when i felt it with you "
